Team_Number,League,player,team,team_strength,team_std_dev,position_role,price,PPM,std_dev_PPM,final_PPM,final_seasonal_points
4,BEL-Jupiler Pro League,Fabio Ferraro,Dender,95.47,11.07,DF,8.1,1.439,2.137,9.808,382.5
4,BEL-Jupiler Pro League,Fedde Leysen,Union SG,111.6,11.07,DF,4.0,0.621,2.137,4.064,158.5
4,BEL-Jupiler Pro League,Ilay Camara,Standard Liège,95.56,11.07,DF,19.9,7.567,2.137,7.051,275.0
4,BEL-Jupiler Pro League,Kobe Corbanie,Antwerp,108.96,11.07,DF,4.0,1.376,2.137,3.59,140.0
4,BEL-Jupiler Pro League,Matisse Samoise,Gent,100.92,11.07,DF,21.3,11.227,2.137,4.449,173.5
4,BEL-Jupiler Pro League,Aziz Ouattara,Mechelen,108.47,11.07,MF,4.0,0.86,2.675,4.077,159.0
4,BEL-Jupiler Pro League,Francis Abu,Cercle Brugge,108.01,11.07,MF,4.0,1.486,2.675,6.962,271.5
4,BEL-Jupiler Pro League,Jean Thierry Lazare,Standard Liège,95.56,11.07,MF,11.6,3.478,2.675,1.949,76.0
4,BEL-Jupiler Pro League,Konstantinos Karetsas,Genk,118.85,11.07,MF,13.4,10.032,2.675,6.103,238.0
4,BEL-Jupiler Pro League,Mario Stroeykens,Anderlecht,111.6,11.07,MF,15.5,8.346,2.675,7.038,274.5
4,BEL-Jupiler Pro League,Rob Schoofs,Mechelen,108.47,11.07,MF,22.3,10.81,2.675,9.577,373.5
4,BEL-Jupiler Pro League,Anders Dreyer,Anderlecht,111.6,11.07,FW,25.0,15.669,2.967,6.833,266.5
4,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
4,BEL-Jupiler Pro League,Kévin Denkey,Cercle Brugge,108.01,11.07,FW,25.0,16.087,2.967,7.346,286.5
4,BEL-Jupiler Pro League,Tolu Arokodare,Genk,118.85,11.07,FW,20.8,7.101,2.967,14.667,572.0
5,BEL-Jupiler Pro League,Gavin Bazunu,Standard Liège,95.56,11.07,GK,8.1,3.464,2.752,0.808,31.5
5,BEL-Jupiler Pro League,Mike Penders,Genk,118.85,11.07,GK,12.0,8.436,2.752,2.449,95.5
5,BEL-Jupiler Pro League,Archie Brown,Gent,100.92,11.07,DF,13.8,5.29,2.137,7.5,292.5
5,BEL-Jupiler Pro League,Brian Plat,Beerschot,95.47,11.07,DF,10.8,5.364,2.137,5.526,215.5
5,BEL-Jupiler Pro League,Daam Foulon,Mechelen,108.47,11.07,DF,20.9,10.419,2.137,6.821,266.0
5,BEL-Jupiler Pro League,Daan Dierckx,Standard Liège,95.56,11.07,DF,13.5,4.56,2.137,1.179,46.0
5,BEL-Jupiler Pro League,Hugo Gambor,Gent,100.92,11.07,DF,10.2,2.86,2.137,4.282,167.0
5,BEL-Jupiler Pro League,Kobe Corbanie,Antwerp,108.96,11.07,DF,4.0,1.376,2.137,3.59,140.0
5,BEL-Jupiler Pro League,Anouar Ait El Hadj,Union SG,111.6,11.07,MF,4.0,1.764,2.675,5.513,215.0
5,BEL-Jupiler Pro League,Casper Nielsen,Club Brugge,126.42,11.07,MF,13.4,5.517,2.675,2.115,82.5
5,BEL-Jupiler Pro League,Daan Heymans,Charleroi,106.22,11.07,MF,14.3,6.313,2.675,12.603,491.5
5,BEL-Jupiler Pro League,Lennard Hens,Dender,95.47,11.07,MF,15.7,6.84,2.675,4.064,158.5
5,BEL-Jupiler Pro League,Massimo Bruno,Kortrijk,90.51,11.07,MF,15.6,5.102,2.675,2.603,101.5
5,BEL-Jupiler Pro League,Sven Kums,Gent,100.92,11.07,MF,11.8,7.808,2.675,3.885,151.5
5,BEL-Jupiler Pro League,Anders Dreyer,Anderlecht,111.6,11.07,FW,25.0,15.669,2.967,6.833,266.5
5,BEL-Jupiler Pro League,Chemsdine Talbi,Club Brugge,126.42,11.07,FW,5.0,2.126,2.967,6.5,253.5
5,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
5,BEL-Jupiler Pro League,Kévin Denkey,Cercle Brugge,108.01,11.07,FW,25.0,16.087,2.967,7.346,286.5
6,BEL-Jupiler Pro League,Michael Verrips,Dender,95.47,11.07,GK,4.9,1.262,2.752,5.449,212.5
6,BEL-Jupiler Pro League,Warleson,Cercle Brugge,108.01,11.07,GK,16.5,8.669,2.752,1.064,41.5
6,BEL-Jupiler Pro League,Brian Plat,Beerschot,95.47,11.07,DF,10.8,5.364,2.137,5.526,215.5
6,BEL-Jupiler Pro League,Hasan Kuruçay,OH Leuven,90.37,11.07,DF,10.9,6.178,2.137,3.449,134.5
6,BEL-Jupiler Pro League,Loïc Mbe Soh,Beerschot,95.47,11.07,DF,7.1,2.439,2.137,4.128,161.0
6,BEL-Jupiler Pro League,Moussa N'Diaye,Anderlecht,111.6,11.07,DF,13.0,3.123,2.137,4.385,171.0
6,BEL-Jupiler Pro League,Takahiro Akimoto,OH Leuven,90.37,11.07,DF,4.0,0.67,2.137,5.59,218.0
6,BEL-Jupiler Pro League,Tiago Araújo,Gent,100.92,11.07,DF,12.5,6.975,2.137,2.782,108.5
6,BEL-Jupiler Pro League,Aziz Ouattara,Mechelen,108.47,11.07,MF,4.0,0.86,2.675,4.077,159.0
6,BEL-Jupiler Pro League,Bryan Heynen,Genk,118.85,11.07,MF,20.7,9.733,2.675,7.128,278.0
6,BEL-Jupiler Pro League,Casper Nielsen,Club Brugge,126.42,11.07,MF,13.4,5.517,2.675,2.115,82.5
6,BEL-Jupiler Pro League,Franck Surdez,Gent,100.92,11.07,MF,4.0,0.28,2.675,6.115,238.5
6,BEL-Jupiler Pro League,Hans Vanaken,Club Brugge,126.42,11.07,MF,19.7,10.46,2.675,12.038,469.5
6,BEL-Jupiler Pro League,Ryan Sanusi,Beerschot,95.47,11.07,MF,10.6,3.393,2.675,3.526,137.5
6,BEL-Jupiler Pro League,Anders Dreyer,Anderlecht,111.6,11.07,FW,25.0,15.669,2.967,6.833,266.5
6,BEL-Jupiler Pro League,Andreas Skov Olsen,Club Brugge,126.42,11.07,FW,24.6,13.542,2.967,7.859,306.5
6,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
6,BEL-Jupiler Pro League,Kévin Denkey,Cercle Brugge,108.01,11.07,FW,25.0,16.087,2.967,7.346,286.5
7,BEL-Jupiler Pro League,Mike Penders,Genk,118.85,11.07,GK,12.0,8.436,2.752,2.449,95.5
7,BEL-Jupiler Pro League,Simon Mignolet,Club Brugge,126.42,11.07,GK,14.2,6.313,2.752,6.205,242.0
7,BEL-Jupiler Pro League,Daam Foulon,Mechelen,108.47,11.07,DF,20.9,10.419,2.137,6.821,266.0
7,BEL-Jupiler Pro League,Hugo Gambor,Gent,100.92,11.07,DF,10.2,2.86,2.137,4.282,167.0
7,BEL-Jupiler Pro League,Marlon Fossey,Standard Liège,95.56,11.07,DF,15.6,6.165,2.137,6.859,267.5
7,BEL-Jupiler Pro League,Noah Fadiga,Gent,100.92,11.07,DF,4.0,1.669,2.137,4.449,173.5
7,BEL-Jupiler Pro League,Rafik Belghali,Mechelen,108.47,11.07,DF,4.0,1.742,2.137,5.744,224.0
7,BEL-Jupiler Pro League,Stelios Andreou,Charleroi,106.22,11.07,DF,16.6,6.717,2.137,5.282,206.0
7,BEL-Jupiler Pro League,Konstantinos Karetsas,Genk,118.85,11.07,MF,13.4,10.032,2.675,6.103,238.0
7,BEL-Jupiler Pro League,Mario Stroeykens,Anderlecht,111.6,11.07,MF,15.5,8.346,2.675,7.038,274.5
7,BEL-Jupiler Pro League,Nikolas Sattlberger,Genk,118.85,11.07,MF,12.5,6.412,2.675,3.628,141.5
7,BEL-Jupiler Pro League,Ragnar Oratmangoen,Dender,95.47,11.07,MF,7.7,2.294,2.675,3.718,145.0
7,BEL-Jupiler Pro League,Rob Schoofs,Mechelen,108.47,11.07,MF,22.3,10.81,2.675,9.577,373.5
7,BEL-Jupiler Pro League,Sven Kums,Gent,100.92,11.07,MF,11.8,7.808,2.675,3.885,151.5
7,BEL-Jupiler Pro League,Andreas Skov Olsen,Club Brugge,126.42,11.07,FW,24.6,13.542,2.967,7.859,306.5
7,BEL-Jupiler Pro League,Bruny Nsimba,Dender,95.47,11.07,FW,19.7,9.96,2.967,7.641,298.0
7,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
7,BEL-Jupiler Pro League,Lequincio Zeefuik,OH Leuven,90.37,11.07,FW,8.3,2.258,2.967,0.987,38.5
8,BEL-Jupiler Pro League,Gavin Bazunu,Standard Liège,95.56,11.07,GK,8.1,3.464,2.752,0.808,31.5
8,BEL-Jupiler Pro League,Mohamed Koné,Charleroi,106.22,11.07,GK,9.0,2.926,2.752,4.821,188.0
8,BEL-Jupiler Pro League,Dembo Sylla,Dender,95.47,11.07,DF,6.3,2.069,2.137,1.974,77.0
8,BEL-Jupiler Pro League,Joaquin Seys,Club Brugge,126.42,11.07,DF,14.4,7.783,2.137,6.987,272.5
8,BEL-Jupiler Pro League,Killian Sardella,Anderlecht,111.6,11.07,DF,17.6,6.354,2.137,6.218,242.5
8,BEL-Jupiler Pro League,Luka Vušković,Westerlo,112.47,11.07,DF,11.3,5.263,2.137,9.179,358.0
8,BEL-Jupiler Pro League,Toby Alderweireld,Antwerp,108.96,11.07,DF,14.8,9.181,2.137,6.692,261.0
8,BEL-Jupiler Pro League,Toon Raemaekers,Mechelen,108.47,11.07,DF,4.0,0.475,2.137,5.795,226.0
8,BEL-Jupiler Pro League,Ardon Jashari,Club Brugge,126.42,11.07,MF,18.0,10.735,2.675,6.769,264.0
8,BEL-Jupiler Pro League,Daan Heymans,Charleroi,106.22,11.07,MF,14.3,6.313,2.675,12.603,491.5
8,BEL-Jupiler Pro League,Franck Surdez,Gent,100.92,11.07,MF,4.0,0.28,2.675,6.115,238.5
8,BEL-Jupiler Pro League,Kerim Mrabti,Mechelen,108.47,11.07,MF,23.0,11.456,2.675,6.256,244.0
8,BEL-Jupiler Pro League,Rajiv van La Parra,Beerschot,95.47,11.07,MF,12.5,5.025,2.675,1.769,69.0
8,BEL-Jupiler Pro League,Sven Kums,Gent,100.92,11.07,MF,11.8,7.808,2.675,3.885,151.5
8,BEL-Jupiler Pro League,Andreas Skov Olsen,Club Brugge,126.42,11.07,FW,24.6,13.542,2.967,7.859,306.5
8,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
8,BEL-Jupiler Pro League,Jarne Steuckers,Genk,118.85,11.07,FW,25.0,12.318,2.967,13.282,518.0
8,BEL-Jupiler Pro League,Noah Adedeji,Genk,118.85,11.07,FW,14.9,9.029,2.967,4.667,182.0
9,BEL-Jupiler Pro League,Davor Matijas,Beerschot,95.47,11.07,GK,12.7,7.17,2.752,1.551,60.5
9,BEL-Jupiler Pro League,Mike Penders,Genk,118.85,11.07,GK,12.0,8.436,2.752,2.449,95.5
9,BEL-Jupiler Pro League,Bryan Goncalves,Dender,95.47,11.07,DF,18.9,6.912,2.137,3.872,151.0
9,BEL-Jupiler Pro League,Daan Dierckx,Standard Liège,95.56,11.07,DF,13.5,4.56,2.137,1.179,46.0
9,BEL-Jupiler Pro League,Dion De Neve,Kortrijk,90.51,11.07,DF,19.8,8.79,2.137,7.885,307.5
9,BEL-Jupiler Pro League,Hugo Siquet,Club Brugge,126.42,11.07,DF,23.9,10.851,2.137,2.744,107.0
9,BEL-Jupiler Pro League,Matisse Samoise,Gent,100.92,11.07,DF,21.3,11.227,2.137,4.449,173.5
9,BEL-Jupiler Pro League,Olivier Deman,Antwerp,108.96,11.07,DF,10.5,4.897,2.137,3.167,123.5
9,BEL-Jupiler Pro League,Anouar Ait El Hadj,Union SG,111.6,11.07,MF,4.0,1.764,2.675,5.513,215.0
9,BEL-Jupiler Pro League,Konstantinos Karetsas,Genk,118.85,11.07,MF,13.4,10.032,2.675,6.103,238.0
9,BEL-Jupiler Pro League,Marco Ilaimaharitra,Kortrijk,90.51,11.07,MF,17.9,8.122,2.675,1.808,70.5
9,BEL-Jupiler Pro League,Omri Gandelman,Gent,100.92,11.07,MF,14.9,6.098,2.675,6.462,252.0
9,BEL-Jupiler Pro League,Sven Kums,Gent,100.92,11.07,MF,11.8,7.808,2.675,3.885,151.5
9,BEL-Jupiler Pro League,Tom Reyners,Beerschot,95.47,11.07,MF,19.6,8.91,2.675,3.795,148.0
9,BEL-Jupiler Pro League,Anthony Valencia,Antwerp,108.96,11.07,FW,4.0,0.658,2.967,4.885,190.5
9,BEL-Jupiler Pro League,Billal Messaoudi,Kortrijk,90.51,11.07,FW,4.0,0.073,2.967,1.731,67.5
9,BEL-Jupiler Pro League,Chemsdine Talbi,Club Brugge,126.42,11.07,FW,5.0,2.126,2.967,6.5,253.5
9,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
10,BEL-Jupiler Pro League,Gavin Bazunu,Standard Liège,95.56,11.07,GK,8.1,3.464,2.752,0.808,31.5
10,BEL-Jupiler Pro League,Matthieu Epolo,Standard Liège,95.56,11.07,GK,9.0,4.83,2.752,5.821,227.0
10,BEL-Jupiler Pro League,Check Keita,Charleroi,106.22,11.07,DF,11.4,4.555,2.137,2.372,92.5
10,BEL-Jupiler Pro League,Gary Magnée,Cercle Brugge,108.01,11.07,DF,21.7,11.271,2.137,8.026,313.0
10,BEL-Jupiler Pro League,Hasan Kuruçay,OH Leuven,90.37,11.07,DF,10.9,6.178,2.137,3.449,134.5
10,BEL-Jupiler Pro League,Joaquin Seys,Club Brugge,126.42,11.07,DF,14.4,7.783,2.137,6.987,272.5
10,BEL-Jupiler Pro League,João Silva,Kortrijk,90.51,11.07,DF,15.4,5.317,2.137,4.782,186.5
10,BEL-Jupiler Pro League,Stelios Andreou,Charleroi,106.22,11.07,DF,16.6,6.717,2.137,5.282,206.0
10,BEL-Jupiler Pro League,Anouar Ait El Hadj,Union SG,111.6,11.07,MF,4.0,1.764,2.675,5.513,215.0
10,BEL-Jupiler Pro League,Franck Surdez,Gent,100.92,11.07,MF,4.0,0.28,2.675,6.115,238.5
10,BEL-Jupiler Pro League,Geoffry Hairemans,Mechelen,108.47,11.07,MF,23.9,10.675,2.675,5.077,198.0
10,BEL-Jupiler Pro League,Kerim Mrabti,Mechelen,108.47,11.07,MF,23.0,11.456,2.675,6.256,244.0
10,BEL-Jupiler Pro League,Konstantinos Karetsas,Genk,118.85,11.07,MF,13.4,10.032,2.675,6.103,238.0
10,BEL-Jupiler Pro League,Lennard Hens,Dender,95.47,11.07,MF,15.7,6.84,2.675,4.064,158.5
10,BEL-Jupiler Pro League,Anders Dreyer,Anderlecht,111.6,11.07,FW,25.0,15.669,2.967,6.833,266.5
10,BEL-Jupiler Pro League,Benito Raman,Mechelen,108.47,11.07,FW,4.0,1.256,2.967,8.923,348.0
10,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
10,BEL-Jupiler Pro League,Thierry Ambrose,Kortrijk,90.51,11.07,FW,4.0,0.268,2.967,7.526,293.5
